Name,Rating,Position,PAC,SHO,PAS,DRI,DEF,PHY,Total_stats,PMD,Nacionalidad,Liga,Club
Ricardo Carvalho,88,CB,77,56,71,73,91,82,450,75.00,Portugal,Liga Portugal,
Thuram,88,RB,88,58,76,75,90,90,477,79.50,France,Icono,Icono
Desailly,88,CB,82,51,65,66,88,88,440,73.33,France,Icono,Icono
Okocha,88,CAM,87,83,83,93,40,60,446,74.33,Nigeria,Premier League,
Beckham,88,RM,80,85,92,85,66,80,488,81.33,England,Icono,Icono
Scholes,88,CM,74,86,89,78,62,80,469,78.17,England,Icono,Icono
Cole,88,RW,89,85,87,91,52,77,481,80.17,England,Premier League,
McManaman,87,RM,89,77,84,87,46,77,460,76.67,England,Premier League,
Antonia Silva,87,RB,87,53,78,85,86,86,475,79.17,Brazil,Liga F,Real Madrid
Ramirez,87,ST,94,87,81,89,39,90,480,80.00,Colombia,Barclays WSL,Chelsea
Zaire-Emery,87,CM,86,76,84,87,83,86,502,83.67,France,Ligue 1 McDonald's,Paris SG
Salma Paralluelo,87,LW,96,87,81,87,55,85,491,81.83,Spain,Liga F,FC Barcelona
Rodman,87,RM,96,85,82,86,48,87,484,80.67,United States,NWSL,Washington Spirit
Kewell,87,LW,90,85,88,88,52,69,472,78.67,Australia,Premier League,
Brolin,87,ST,87,88,83,90,59,69,476,79.33,Sweden,Serie A Enilive,
Bynoe-Gittens,87,LM,93,84,83,89,38,69,456,76.00,England,Bundesliga,Borussia Dortmund
Levasseur,87,RB,87,75,81,86,88,87,504,84.00,Canada,Arkema PL,Montpellier
Barcola,87,LW,91,83,84,88,42,74,462,77.00,France,Ligue 1 McDonald's,Paris SG
Gusto,87,RB,92,59,83,86,82,83,485,80.83,France,Premier League,Chelsea
Palmer,87,CAM,80,85,87,88,52,68,460,76.67,England,Premier League,Chelsea
Hemp,87,LW,91,80,86,88,64,73,482,80.33,England,Barclays WSL,Manchester City
Hemp,87,LM,91,78,86,88,64,71,478,79.67,England,Barclays WSL,Manchester City
Musiala,87,CAM,84,81,78,90,63,64,460,76.67,Germany,Bundesliga,FC Bayern Munchen
Truffert,87,LB,86,83,87,84,87,83,510,85.00,France,Ligue 1 McDonald's,Stade Rennais FC
Fabio Carvalho,87,CAM,90,83,83,90,56,64,466,77.67,Portugal,Premier League,Brentford
Nunez,87,ST,93,87,78,83,52,89,482,80.33,Uruguay,Premier League,Liverpool
Pedri,87,CDM,79,70,84,89,72,75,469,78.17,Spain,LALIGA EA SPORTS,FC Barcelona
Cherki,87,CAM,81,85,88,88,29,76,447,74.50,France,Ligue 1 McDonald's,OL
Zambrotta,87,RB,88,70,81,83,86,84,492,82.00,Italy,Icono,Icono
Boey,87,RB,88,63,74,85,86,86,482,80.33,France,Bundesliga,FC Bayern Munchen
Wright,87,ST,88,89,69,81,40,76,443,73.83,England,Icono,Icono
Weerden,87,LW,90,86,84,88,70,75,493,82.17,Netherlands,Barclays WSL,Crystal Palace
Gwinn,87,RB,87,66,83,88,85,76,485,80.83,Germany,GPFBL,FC Bayern Munchen
Rush,87,ST,84,89,69,83,43,78,446,74.33,Wales,Icono,Icono
Kvaratskhelia,87,LW,88,83,84,88,43,73,459,76.50,Georgia,Serie A Enilive,SSC Napoli
Barnes,87,LW,89,85,83,89,44,83,473,78.83,England,Icono,Icono
Saka,87,RW,85,83,81,88,60,70,467,77.83,England,Premier League,Arsenal
Oshoala,87,ST,93,86,80,87,52,88,486,81.00,Nigeria,NWSL,Bay FC
Williamson,87,CB,80,65,82,80,88,85,480,80.00,England,Barclays WSL,Arsenal
Doku,87,LM,93,83,80,88,37,77,458,76.33,Belgium,Premier League,Manchester City
Shaw,87,ST,72,87,72,80,33,86,430,71.67,Jamaica,Barclays WSL,Manchester City
Gravenberch,87,CM,82,85,87,90,78,82,504,84.00,Netherlands,Premier League,Liverpool
Mateo,87,ST,88,87,83,86,61,75,480,80.00,France,Arkema PL,Paris FC
Diop,87,LW,85,85,87,88,71,80,496,82.67,Morocco,Ligue 1 McDonald's,OGC Nice
Omeragic,87,CB,87,52,75,82,87,85,468,78.00,Switzerland,Ligue 1 McDonald's,Montpellier
Schuller,87,ST,88,88,71,87,34,75,443,73.83,Germany,GPFBL,FC Bayern Munchen
Majer,87,CM,82,83,87,87,65,82,486,81.00,Croatia,Bundesliga,VfL Wolfsburg
Saliba,87,CB,82,39,70,74,87,83,435,72.50,France,Premier League,Arsenal
Stanway,87,CDM,84,82,83,89,84,82,504,84.00,England,GPFBL,FC Bayern Munchen
Campbell,87,CB,83,46,62,60,88,89,428,71.33,England,Icono,Icono
Nakata,87,CAM,85,84,85,86,62,65,467,77.83,Japan,Serie A Enilive,
Stephen Eustaquio,87,CDM,82,79,87,84,85,85,502,83.67,Canada,Liga Portugal,FC Porto
Retegui,87,ST,87,89,79,85,49,88,477,79.50,Italy,Serie A Enilive,Bergamo Calcio
Pajor,87,ST,88,88,63,89,21,70,419,69.83,Poland,Liga F,FC Barcelona
Gyokeres,87,ST,92,86,72,84,40,93,467,77.83,Sweden,Liga Portugal,Sporting CP
Diaz,87,LW,93,85,80,90,43,78,469,78.17,Colombia,Premier League,Liverpool
Roord,87,CM,77,85,85,87,53,75,462,77.00,Netherlands,Barclays WSL,Manchester City
Carpenter,87,RB,87,55,83,82,87,84,478,79.67,Australia,Arkema PL,OL
Bremer,87,CB,84,51,60,67,87,86,435,72.50,Brazil,Serie A Enilive,Juventus
Lang,87,LW,86,82,81,88,57,77,471,78.50,Netherlands,Eredivisie,PSV
Larsen,87,ST,90,87,70,83,45,89,464,77.33,Norway,Premier League,Wolves
Vargas,87,LM,90,84,83,87,66,80,490,81.67,Switzerland,Bundesliga,FC Augsburg
Kluivert,87,ST,84,86,76,81,40,79,446,74.33,Netherlands,Icono,Icono
Munoz,87,RB,90,73,80,84,83,87,497,82.83,Colombia,Premier League,Crystal Palace
Bastoni,87,CB,75,43,75,76,87,83,439,73.17,Italy,Serie A Enilive,Lombardia FC
Geyoro,87,CM,83,73,84,87,85,80,492,82.00,France,Arkema PL,Paris SG
Davies,87,LB,97,71,82,87,78,82,497,82.83,Canada,Bundesliga,FC Bayern Munchen
Rice,87,CDM,73,72,82,79,84,85,475,79.17,England,Premier League,Arsenal
Karchaoui,87,LB,89,66,82,87,80,65,469,78.17,France,Arkema PL,Paris SG
Raphinha,87,RW,94,83,82,89,60,78,486,81.00,Brazil,LALIGA EA SPORTS,FC Barcelona
Hernandez,87,LB,95,76,78,84,81,89,503,83.83,France,Serie A Enilive,Milano FC
Gabriel,87,CB,71,42,65,62,87,83,410,68.33,Brazil,Premier League,Arsenal
Osimhen,87,ST,89,84,65,81,42,82,443,73.83,Nigeria,Trendyol Super Lig,Galatasaray
Lavelle,87,CAM,86,79,84,87,45,63,444,74.00,United States,NWSL,NJ/NY Gotham
Swanson,87,LM,89,81,80,85,42,71,448,74.67,United States,NWSL,Chicago Red Stars
Palacios,87,CDM,80,78,82,87,87,76,490,81.67,Argentina,Bundesliga,Leverkusen
Dembele,87,RW,93,77,83,89,42,59,443,73.83,France,Ligue 1 McDonald's,Paris SG
Horan,87,CM,79,85,87,86,64,80,481,80.17,United States,Arkema PL,OL
Alexander-Arnold,87,RB,82,75,91,86,87,80,501,83.50,England,Premier League,Liverpool
de Jong,87,CM,82,69,86,87,77,78,479,79.83,Netherlands,LALIGA EA SPORTS,FC Barcelona
Georges,87,CB,85,48,66,67,87,86,439,73.17,France,Arkema PL,
O'Hara,87,RB,90,64,80,83,85,80,482,80.33,United States,NWSL,NJ/NY Gotham
Popp,87,ST,76,87,75,80,52,90,460,76.67,Germany,GPFBL,VfL Wolfsburg
Morgan,87,ST,79,87,79,87,47,74,453,75.50,United States,NWSL,San Diego Wave
Barella,87,CM,81,78,83,86,80,82,490,81.67,Italy,Serie A Enilive,Lombardia FC
Maignan,87,GK,84,83,85,88,64,84,488,81.33,France,Serie A Enilive,Milano FC
Guirassy,87,ST,84,89,76,85,42,83,459,76.50,Guinea,Bundesliga,Borussia Dortmund
Suker,87,ST,83,89,79,88,43,75,457,76.17,Croatia,Icono,Icono
Rijkaard,87,CDM,77,73,80,77,87,86,480,80.00,Netherlands,Icono,Icono
Tah,87,CB,82,40,70,68,88,87,435,72.50,Germany,Bundesliga,Leverkusen
Anderson Talisca,87,CAM,87,87,83,87,54,81,479,79.83,Brazil,ROSHN Saudi League,Al Nassr
Bruno Fernandes,87,CAM,70,85,88,83,65,75,466,77.67,Portugal,Premier League,Man Utd
Dybala,87,CAM,80,85,84,89,41,65,444,74.00,Argentina,Serie A Enilive,AS Roma
Grimaldo,87,LM,87,78,89,87,80,75,496,82.67,Spain,Bundesliga,Leverkusen
Guerreiro,87,LB,82,85,88,91,84,73,503,83.83,Portugal,Bundesliga,FC Bayern Munchen
Ziyech,87,RM,82,85,89,88,59,74,477,79.50,Morocco,Trendyol Super Lig,Galatasaray
Marquinhos,87,CB,79,56,75,74,89,81,454,75.67,Brazil,Ligue 1 McDonald's,Paris SG
Inigo Martinez,87,CB,81,62,74,70,87,87,461,76.83,Spain,LALIGA EA SPORTS,FC Barcelona
Martinez,87,GK,84,82,83,86,56,87,478,79.67,Argentina,Premier League,Aston Villa
Varane,87,CB,82,54,70,74,87,83,450,75.00,France,Serie A Enilive,Como
Son,87,ST,87,89,81,85,42,73,457,76.17,Korea Republic,Premier League,Spurs
Xhaka,87,CDM,80,76,86,78,83,90,493,82.17,Switzerland,Bundesliga,Leverkusen
Muriel,87,ST,91,84,80,87,49,77,468,78.00,Colombia,MLS,Orlando City
Insigne,87,LW,88,84,86,90,45,53,446,74.33,Italy,MLS,Toronto FC
Morsy,87,CDM,79,71,83,81,86,90,490,81.67,Egypt,Premier League,Ipswich
Alaba,87,LB,84,73,87,82,84,76,486,81.00,Austria,LALIGA EA SPORTS,Real Madrid
Iago Aspas,87,ST,86,90,84,90,40,70,460,76.67,Spain,LALIGA EA SPORTS,RC Celta
Duffy,87,CB,84,60,80,77,87,89,477,79.50,Republic of Ireland,EFL Championship,Norwich
Campos,87,GK,93,83,81,90,84,80,511,85.17,Mexico,MLS,
Neymar Jr,87,LW,85,79,84,92,37,60,437,72.83,Brazil,ROSHN Saudi League,Al Hilal
Muller,87,CAM,80,86,88,85,58,72,469,78.17,Germany,Bundesliga,FC Bayern Munchen
Aubameyang,87,ST,93,87,78,85,40,70,453,75.50,Gabon,ROSHN Saudi League,Al Qadisiyah
Budimir,87,ST,87,85,80,86,50,85,473,78.83,Croatia,LALIGA EA SPORTS,CA Osasuna
Gundogan,87,CM,62,83,85,87,74,73,464,77.33,Germany,Premier League,Manchester City
Sommer,87,GK,83,84,85,89,50,86,477,79.50,Switzerland,Serie A Enilive,Lombardia FC
Marchisio,87,CM,82,81,85,86,80,82,496,82.67,Italy,Serie A Enilive,
Hamsik,87,CAM,83,87,87,86,75,83,501,83.50,Slovakia,Serie A Enilive,
Benzema,87,ST,79,86,82,85,40,78,450,75.00,France,ROSHN Saudi League,Al Ittihad
Vidic,87,CB,78,48,62,62,90,89,429,71.50,Serbia,Icono,Icono
Fernando Torres,87,ST,89,87,75,85,43,75,454,75.67,Spain,Icono,Icono
Xabi Alonso,87,CDM,71,77,86,78,82,80,474,79.00,Spain,Icono,Icono
Berbatov,87,ST,80,85,81,87,34,74,441,73.50,Bulgaria,Premier League,
Ze Roberto,87,LM,87,79,86,89,78,80,499,83.17,Brazil,Bundesliga,
Cristiano Ronaldo,87,ST,80,89,78,82,35,78,442,73.67,Portugal,ROSHN Saudi League,Al Nassr
Toure,87,CDM,78,83,86,84,80,89,500,83.33,Ivory Coast,Premier League,
Cordoba,87,CB,86,63,65,68,90,87,459,76.50,Colombia,Serie A Enilive,
Donovan,87,CAM,91,87,82,87,47,76,470,78.33,United States,MLS,
Stam,87,CB,83,52,62,68,89,88,442,73.67,Netherlands,Premier League,
Lampard,87,CM,77,88,86,84,71,80,486,81.00,England,Icono,Icono
Makelele,87,CDM,81,48,76,78,86,86,455,75.83,France,Icono,Icono
Petit,87,CDM,77,77,79,76,85,87,481,80.17,France,Icono,Icono
Pires,87,LM,86,79,84,86,38,64,437,72.83,France,Icono,Icono
Giuly,87,RM,90,84,82,87,51,70,464,77.33,France,LALIGA EA SPORTS,
Zola,87,CAM,85,88,85,89,41,63,451,75.17,Italy,Icono,Icono
Zanetti,87,RB,88,65,87,85,83,75,483,80.50,Argentina,Icono,Icono
Rui Costa,87,CAM,83,80,87,85,43,76,454,75.67,Portugal,Serie A Enilive,
Cole,87,RW,88,84,86,90,51,72,471,78.50,England,Premier League,
Chawinga,86,ST,96,83,72,87,38,82,458,76.33,Malawi,Arkema PL,OL
Lamine Yamal,86,RW,88,82,83,88,30,55,426,71.00,Spain,LALIGA EA SPORTS,FC Barcelona
Banda,86,ST,95,86,70,84,40,82,457,76.17,Zambia,NWSL,Orlando Pride
Bompastor,86,LB,87,80,85,85,82,74,493,82.17,France,Arkema PL,
Riise,86,LB,83,81,81,80,81,86,492,82.00,Norway,Premier League,
Arce,86,ST,86,88,70,85,35,83,447,74.50,Paraguay,Libertadores,LDU Quito
Kundananji,86,LM,93,85,78,88,47,89,480,80.00,Zambia,NWSL,Bay FC
Redondo,86,CM,84,76,83,86,83,89,501,83.50,Argentina,MLS,Inter Miami CF
Smolarek,86,ST,91,85,80,90,41,83,470,78.33,Poland,Bundesliga,
Pinto,86,CDM,87,78,83,85,82,81,496,82.67,United States,NWSL,NC Courage
Rodman,86,LM,95,84,81,85,46,86,477,79.50,United States,NWSL,Washington Spirit
Kingsbury,86,GK,87,86,75,87,45,86,466,77.67,United States,NWSL,Washington Spirit
Park Ji Sung,86,LM,85,80,83,85,78,81,492,82.00,Korea Republic,Premier League,
Dufour,86,LM,91,82,84,87,57,67,468,78.00,France,Arkema PL,Paris FC
Bacha,86,LB,87,73,85,82,79,79,485,80.83,France,Arkema PL,OL
James,86,RW,89,81,80,87,40,82,459,76.50,England,Barclays WSL,Chelsea
McCabe,86,LB,84,75,81,82,86,87,495,82.50,Republic of Ireland,Barclays WSL,Arsenal
van de Ven,86,CB,90,52,70,77,87,86,462,77.00,Netherlands,Premier League,Spurs
Guti,86,CM,77,82,88,85,63,73,468,78.00,Spain,LALIGA EA SPORTS,
Guti,86,CM,81,86,84,82,60,70,463,77.17,Spain,LALIGA EA SPORTS,
Freigang,86,CAM,86,87,78,86,31,81,449,74.83,Germany,GPFBL,Frankfurt
Lynen,86,CDM,82,78,86,82,85,86,499,83.17,Belgium,Bundesliga,SV Werder Bremen
Francisco Conceicao,86,RM,95,84,81,86,45,61,452,75.33,Portugal,Serie A Enilive,Juventus
Kerkez,86,LB,91,65,81,84,81,82,484,80.67,Hungary,Premier League,AFC Bournemouth
Sesko,86,ST,88,85,76,85,52,85,471,78.50,Slovenia,Bundesliga,RB Leipzig
Harder,86,ST,83,81,84,90,30,80,448,74.67,Denmark,GPFBL,FC Bayern Munchen
Manhoef,86,RM,90,83,82,86,70,88,499,83.17,Netherlands,EFL Championship,Stoke City
Palmer,86,CAM,77,83,85,87,51,67,450,75.00,England,Premier League,Chelsea
Goncalo Inacio,86,CB,85,44,72,77,86,84,448,74.67,Portugal,Liga Portugal,Sporting CP
Hemp,86,LW,90,76,84,87,63,70,470,78.33,England,Barclays WSL,Manchester City
Kelly,86,RW,88,79,85,85,43,68,448,74.67,England,Barclays WSL,Manchester City
Marmoush,86,ST,94,85,75,89,42,81,466,77.67,Egypt,Bundesliga,Frankfurt
Ona Batlle,86,LB,84,52,81,82,83,74,456,76.00,Spain,Liga F,FC Barcelona
Zappa,86,RB,89,72,78,83,82,86,490,81.67,Italy,Serie A Enilive,Cagliari
Joao Pedro,86,ST,86,88,78,89,40,71,452,75.33,Brazil,Premier League,Brighton
Pedri,86,CM,77,69,82,88,70,74,460,76.67,Spain,LALIGA EA SPORTS,FC Barcelona
Hendriks,86,CB,84,37,75,78,86,84,444,74.00,Netherlands,Bundesliga,VfB Stuttgart
Zambrotta,86,RB,87,69,80,81,84,82,483,80.50,Italy,Icono,Icono
Geyse,86,RM,94,84,81,88,44,91,482,80.33,Brazil,Barclays WSL,Man Utd
Oberdorf,86,CDM,62,62,76,75,87,89,451,75.17,Germany,GPFBL,FC Bayern Munchen
Zubimendi,86,CDM,76,72,81,83,86,77,475,79.17,Spain,LALIGA EA SPORTS,Real Sociedad
Lohmann,86,RM,82,85,85,87,74,87,500,83.33,Germany,GPFBL,FC Bayern Munchen
Kvaratskhelia,86,CAM,87,81,82,87,42,72,451,75.17,Georgia,Serie A Enilive,SSC Napoli
Earps,86,GK,83,83,83,85,41,85,460,76.67,England,Arkema PL,Paris SG
Shaw,86,ST,69,86,71,78,32,85,421,70.17,Jamaica,Barclays WSL,Manchester City
Little,86,CM,76,78,83,88,62,66,453,75.50,Scotland,Barclays WSL,Arsenal
Mateo,86,ST,86,85,81,85,60,74,471,78.50,France,Arkema PL,Paris FC
Schuller,86,ST,87,83,70,82,33,74,429,71.50,Germany,GPFBL,FC Bayern Munchen
Dani Olmo,86,CAM,77,80,86,89,52,61,445,74.17,Spain,LALIGA EA SPORTS,FC Barcelona
Simakan,86,CB,83,53,76,78,86,86,462,77.00,France,ROSHN Saudi League,Al Nassr
Rodrygo,86,RW,89,81,79,88,31,64,432,72.00,Brazil,LALIGA EA SPORTS,Real Madrid
David,86,ST,88,86,80,85,40,81,460,76.67,Canada,Ligue 1 McDonald's,LOSC Lille
Openda,86,ST,94,85,71,83,32,80,445,74.17,Belgium,Bundesliga,RB Leipzig
Stanway,86,CDM,83,81,82,88,79,78,491,81.83,England,GPFBL,FC Bayern Munchen
Gattuso,86,CDM,73,62,69,70,88,87,449,74.83,Italy,Icono,Icono
Campbell,86,CB,81,45,60,58,87,88,419,69.83,England,Icono,Icono
Veron,86,CM,75,81,86,81,73,81,477,79.50,Argentina,Icono,Icono
Walsh,86,CDM,72,48,84,83,82,78,447,74.50,England,Liga F,FC Barcelona
Dovbyk,86,ST,86,87,77,84,37,85,456,76.00,Ukraine,Serie A Enilive,AS Roma
Diaby,86,RM,97,80,78,89,47,70,461,76.83,France,ROSHN Saudi League,Al Ittihad
Retegui,86,ST,85,88,78,84,48,87,470,78.33,Italy,Serie A Enilive,Bergamo Calcio
Rafael Leao,86,LW,94,79,80,87,28,77,445,74.17,Portugal,Serie A Enilive,Milano FC
Ferran Torres,86,LW,88,84,82,85,38,75,452,75.33,Spain,LALIGA EA SPORTS,FC Barcelona
Tonali,86,CM,86,75,83,82,83,83,492,82.00,Italy,Premier League,Newcastle Utd
Diaz,86,LM,92,83,78,89,42,77,461,76.83,Colombia,Premier League,Liverpool
Gorosabel,86,RB,86,60,80,82,86,86,480,80.00,Spain,LALIGA EA SPORTS,Athletic Club
Gouiri,86,CAM,85,88,86,87,54,80,480,80.00,Algeria,Ligue 1 McDonald's,Stade Rennais FC
Beerensteyn,86,LW,91,84,76,89,56,78,474,79.00,Netherlands,GPFBL,VfL Wolfsburg
Roord,86,CAM,75,84,84,85,52,73,453,75.50,Netherlands,Barclays WSL,Manchester City
Alderete,86,CB,84,70,71,78,86,86,475,79.17,Paraguay,LALIGA EA SPORTS,Getafe CF
Matheus Cunha,86,CAM,91,86,84,90,51,82,484,80.67,Brazil,Premier League,Wolves
Eder Militao,86,CB,86,51,71,72,86,84,450,75.00,Brazil,LALIGA EA SPORTS,Real Madrid
Mac Allister,86,CM,69,82,85,84,76,76,472,78.67,Argentina,Premier League,Liverpool
Bremer,86,CB,82,50,58,66,86,85,427,71.17,Brazil,Serie A Enilive,Juventus
Larsson,86,ST,87,86,73,82,45,71,444,74.00,Sweden,Icono,Icono
Chair,86,LM,87,83,84,87,50,71,462,77.00,Morocco,EFL Championship,QPR
Doorsoun,86,CB,79,63,77,79,87,85,470,78.33,Germany,GPFBL,Frankfurt
Geyoro,86,CM,79,72,82,83,83,79,478,79.67,France,Arkema PL,Paris SG
Kean,86,ST,91,84,81,84,48,83,471,78.50,Italy,Serie A Enilive,Fiorentina
Chiesa,86,RW,95,85,77,88,53,80,478,79.67,Italy,Premier League,Liverpool
Kadioglu,86,LB,91,72,80,90,82,81,496,82.67,Turkey,Premier League,Brighton
Diogo Dalot,86,RB,90,68,82,84,85,83,492,82.00,Portugal,Premier League,Man Utd
Ito,86,CB,85,65,78,80,87,83,478,79.67,Japan,Bundesliga,FC Bayern Munchen
Raphinha,86,LW,93,82,81,88,55,75,474,79.00,Brazil,LALIGA EA SPORTS,FC Barcelona
Dumfries,86,RB,88,71,79,80,83,91,492,82.00,Netherlands,Serie A Enilive,Lombardia FC
Tomori,86,CB,87,60,70,71,88,83,459,76.50,England,Serie A Enilive,Milano FC
Gabriel,86,CB,69,41,63,61,86,82,402,67.00,Brazil,Premier League,Arsenal
Richarlison,86,ST,88,84,80,86,55,85,478,79.67,Brazil,Premier League,Spurs
Dembele,86,RW,92,75,82,88,41,57,435,72.50,France,Ligue 1 McDonald's,Paris SG
Horan,86,CM,77,84,86,84,63,79,473,78.83,United States,Arkema PL,OL
Alexander-Arnold,86,RB,75,72,90,80,80,74,471,78.50,England,Premier League,Liverpool
Awoniyi,86,ST,86,87,75,85,44,89,466,77.67,Nigeria,Premier League,Nott'm Forest
Unai Simon,86,GK,85,81,78,86,49,85,464,77.33,Spain,LALIGA EA SPORTS,Athletic Club
Zakaria,86,CDM,87,76,80,84,85,90,502,83.67,Switzerland,Ligue 1 McDonald's,AS Monaco
Pulisic,86,RW,91,85,82,88,40,67,453,75.50,United States,Serie A Enilive,Milano FC
Lawrence,86,RB,86,68,83,81,83,79,480,80.00,Canada,Barclays WSL,Chelsea
Thiney,86,CAM,82,85,88,87,70,81,493,82.17,France,Arkema PL,Paris FC
Williams,86,CM,80,87,87,85,72,75,486,81.00,England,Barclays WSL,
Williams,86,CM,81,82,90,81,74,73,481,80.17,England,Barclays WSL,
Kirby,86,ST,88,85,82,90,45,63,453,75.50,England,Barclays WSL,Brighton
Bronze,86,RB,86,70,83,82,86,88,495,82.50,England,Barclays WSL,Chelsea
Bronze,86,RB,80,69,82,81,85,88,485,80.83,England,Barclays WSL,Chelsea
Rolfo,86,LB,82,83,82,87,83,84,501,83.50,Sweden,Liga F,FC Barcelona
Marta,86,CAM,76,84,87,90,48,77,462,77.00,Brazil,NWSL,Orlando Pride
Dunn,86,CM,90,81,85,87,80,82,505,84.17,United States,NWSL,NJ/NY Gotham
Sauerbrunn,86,CB,80,45,62,72,88,87,434,72.33,United States,NWSL,Portland Thorns
Marcos Llorente,86,RM,91,82,80,84,82,85,504,84.00,Spain,LALIGA EA SPORTS,Atletico de Madrid
Acuna,86,LB,88,76,84,85,83,86,502,83.67,Argentina,Libertadores,River Plate
Ruben Neves,86,CM,71,78,88,80,81,80,478,79.67,Portugal,ROSHN Saudi League,Al Hilal
Bensebaini,86,LB,88,77,80,86,84,84,499,83.17,Algeria,Bundesliga,Borussia Dortmund
Milinkovic-Savic,86,CM,82,81,82,85,80,90,500,83.33,Serbia,ROSHN Saudi League,Al Hilal
Weghorst,86,ST,85,86,68,85,65,91,480,80.00,Netherlands,Eredivisie,Ajax
Maddison,86,CM,73,82,87,88,55,65,450,75.00,England,Premier League,Spurs
Tolisso,86,CM,81,86,84,82,83,81,497,82.83,France,Ligue 1 McDonald's,OL
Di Lorenzo,86,RB,87,72,80,81,84,85,489,81.50,Italy,Serie A Enilive,SSC Napoli
Saint-Maximin,86,LM,91,76,76,89,34,73,439,73.17,France,Trendyol Super Lig,Fenerbahce
Robertson,86,LB,86,62,86,81,85,83,483,80.50,Scotland,Premier League,Liverpool
Kante,86,CDM,78,66,75,81,86,79,465,77.50,France,ROSHN Saudi League,Al Ittihad
Guirassy,86,ST,74,88,74,83,41,81,441,73.50,Guinea,Bundesliga,Borussia Dortmund
Mojica,86,LB,93,75,86,81,82,80,497,82.83,Colombia,LALIGA EA SPORTS,RCD Mallorca
Loftus-Cheek,86,CM,83,81,83,85,82,86,500,83.33,England,Serie A Enilive,Milano FC
Iwobi,86,RM,86,80,84,90,70,85,495,82.50,Nigeria,Premier League,Fulham
Lemar,86,CM,86,82,85,86,80,80,499,83.17,France,LALIGA EA SPORTS,Atletico de Madrid
Tah,86,CB,71,38,60,62,86,84,401,66.83,Germany,Bundesliga,Leverkusen
Kimmich,86,RB,69,74,88,84,81,77,473,78.83,Germany,Bundesliga,FC Bayern Munchen
Joao Cancelo,86,LB,81,73,85,85,80,72,476,79.33,Portugal,ROSHN Saudi League,Al Hilal
Quintero,86,CAM,84,86,88,90,51,72,471,78.50,Colombia,Sudamericana,Racing Club
Grimaldo,86,LM,74,73,88,85,76,71,467,77.83,Spain,Bundesliga,Leverkusen
Mane,86,LM,86,84,80,88,46,77,461,76.83,Senegal,ROSHN Saudi League,Al Nassr
Forsberg,86,CAM,83,85,88,88,43,78,465,77.50,Sweden,MLS,Red Bulls
Calhanoglu,86,CDM,71,80,87,85,79,76,478,79.67,Turkey,Serie A Enilive,Lombardia FC
Arnold,86,CDM,77,85,86,84,83,84,499,83.17,Germany,Bundesliga,VfL Wolfsburg
Thauvin,86,ST,85,86,84,86,60,83,484,80.67,France,Serie A Enilive,Udinese
Carvajal,86,RB,81,58,79,81,81,79,459,76.50,Spain,LALIGA EA SPORTS,Real Madrid
Sabitzer,86,CM,82,86,83,85,78,82,496,82.67,Austria,Bundesliga,Borussia Dortmund
Inigo Martinez,86,CB,80,61,73,68,86,85,453,75.50,Spain,LALIGA EA SPORTS,FC Barcelona
Caprari,86,CAM,87,83,85,87,45,60,447,74.50,Italy,Serie A Enilive,Monza
Sterling,86,LM,90,85,80,88,47,75,465,77.50,England,Premier League,Arsenal
Xhaka,86,CDM,50,75,85,74,79,82,445,74.17,Switzerland,Bundesliga,Leverkusen
Fontas,86,CB,80,63,74,77,84,86,464,77.33,Spain,MLS,Sporting KC
Ramires,86,CDM,88,78,80,81,84,83,494,82.33,Brazil,Premier League,
Di Maria,86,RW,82,81,88,91,50,70,462,77.00,Argentina,Liga Portugal,SL Benfica
Henderson,86,CDM,76,78,87,80,83,85,489,81.50,England,Eredivisie,Ajax
Hazard,86,LM,93,81,82,93,34,66,449,74.83,Belgium,Premier League,
Modric,86,CM,72,76,88,87,71,64,458,76.33,Croatia,LALIGA EA SPORTS,Real Madrid
Matuidi,86,CDM,83,72,79,77,84,85,480,80.00,France,Ligue 1 McDonald's,
Al Jaber,86,ST,88,86,75,83,44,71,447,74.50,Saudi Arabia,ROSHN Saudi League,
Neuer,86,GK,83,81,90,83,49,88,474,79.00,Germany,Bundesliga,FC Bayern Munchen
Benzema,86,ST,77,85,81,84,38,77,442,73.67,France,ROSHN Saudi League,Al Ittihad
Hernandez,86,ST,89,85,71,86,45,67,443,73.83,Mexico,Icono,Icono
Jesus Navas,86,RB,90,74,85,86,82,75,492,82.00,Spain,LALIGA EA SPORTS,Sevilla FC
Maicon,86,RB,85,80,79,80,86,87,497,82.83,Brazil,Serie A Enilive,
Cahill,86,ST,85,86,77,83,63,90,484,80.67,Australia,Premier League,
King,86,CB,80,55,69,72,89,80,445,74.17,England,Premier League,
Essien,86,CDM,82,73,77,78,85,86,481,80.17,Ghana,Icono,Icono
Dudek,86,GK,86,83,78,90,60,85,482,80.33,Poland,Premier League,
Govou,86,ST,89,89,80,88,55,70,471,78.50,France,Ligue 1 McDonald's,
Cole,86,LB,87,65,79,80,84,77,472,78.67,England,Icono,Icono
Ze Roberto,86,LM,85,80,87,85,77,81,495,82.50,Brazil,Bundesliga,
Capdevila,86,LB,84,76,81,79,85,80,485,80.83,Spain,LALIGA EA SPORTS,
Cristiano Ronaldo,86,ST,77,88,77,80,34,77,433,72.17,Portugal,ROSHN Saudi League,Al Nassr
